date,Close
2012-10-10,64.08
2012-10-09,64.38
2012-10-08,65.47
2012-10-05,66.74
2012-10-04,65.6
2012-10-03,66.84
2012-10-02,66.61
2012-10-01,67.46
2012-09-28,65.65
2012-09-27,66.55
2012-09-26,66.72
2012-09-25,67.9
2012-09-24,67.48
2012-09-21,67.9
2012-09-20,67.44
2012-09-19,66.95
2012-09-18,66.78
2012-09-17,66.65
2012-09-14,66.63
2012-09-13,65.0
2012-09-12,65.66
2012-09-11,65.72
2012-09-10,64.13
2012-09-07,64.2
2012-09-06,63.77
2012-09-05,61.43
2012-09-04,61.51
2012-09-03,62.44
2012-08-31,61.81
2012-08-30,61.22
2012-08-29,62.52
2012-08-28,62.45
2012-08-27,62.82
2012-08-24,62.13
2012-08-23,61.68
2012-08-22,62.32
2012-08-21,63.04
2012-08-20,62.3
2012-08-17,62.05
2012-08-16,61.52
2012-08-15,61.21
2012-08-14,61.26
2012-08-13,60.51
2012-08-10,60.93
2012-08-09,60.99
2012-08-08,60.94
2012-08-07,61.21
2012-08-06,60.38
2012-08-03,59.71
2012-08-02,57.75
2012-08-01,59.08
2012-07-31,59.48
2012-07-30,60.24
2012-07-27,58.94
2012-07-26,57.76
2012-07-25,56.16
2012-07-24,55.99
2012-07-23,56.24
2012-07-20,58.01
2012-07-19,58.61
2012-07-18,57.46
2012-07-17,56.91
2012-07-16,56.25
2012-07-13,55.96
2012-07-12,54.66
2012-07-11,54.97
2012-07-10,55.38
2012-07-09,55.46
2012-07-06,56.1
2012-07-05,56.89
2012-07-04,57.1
2012-07-03,56.5
2012-07-02,55.25
2012-06-29,54.7
2012-06-28,51.89
2012-06-27,53.09
2012-06-26,53.05
2012-06-25,52.74
2012-06-22,54.09
2012-06-21,56.35
2012-06-20,56.87
2012-06-19,57.19
2012-06-18,56.1
2012-06-15,55.91
2012-06-14,55.1
2012-06-13,55.79
2012-06-12,55.83
2012-06-11,55.83
2012-06-08,55.47
2012-06-07,55.75
2012-06-06,54.66
2012-06-05,53.45
2012-06-04,53.48
2012-06-01,54.06
2012-05-31,56.38
2012-05-30,56.79
2012-05-29,57.95
2012-05-28,57.01
2012-05-25,57.05
2012-05-24,57.08
2012-05-23,56.78
2012-05-22,58.32
2012-05-21,57.47
2012-05-18,56.94
2012-05-17,56.82
2012-05-16,57.34
2012-05-15,57.29
2012-05-14,57.69
2012-05-11,58.76
2012-05-10,58.21
2012-05-09,57.57
2012-05-08,57.46
2012-05-07,58.98
2012-05-04,59.49
2012-05-03,60.92
2012-05-02,61.31
2012-05-01,62.19
2012-04-30,62.19
2012-04-27,65.25
2012-04-26,65.0
2012-04-25,65.19
2012-04-24,63.93
2012-04-23,63.67
2012-04-20,66.2
2012-04-19,65.01
2012-04-18,64.72
2012-04-17,65.57
2012-04-16,62.86
2012-04-13,61.63
2012-04-12,63.55
2012-04-11,62.69
2012-04-10,62.01
2012-04-09,63.48
2012-04-06,63.48
2012-04-05,63.48
2012-04-04,63.55
2012-04-03,65.69
2012-04-02,66.61
2012-03-30,65.59
2012-03-29,64.96
2012-03-28,65.98
2012-03-27,67.2
2012-03-26,67.07
2012-03-23,65.85
2012-03-22,65.92
2012-03-21,67.25
2012-03-20,67.23
2012-03-19,67.42
2012-03-16,67.98
2012-03-15,67.44
2012-03-14,66.69
2012-03-13,66.62
2012-03-12,65.52
2012-03-09,65.22
2012-03-08,64.88
2012-03-07,63.01
2012-03-06,62.42
2012-03-05,65.65
2012-03-02,66.64
2012-03-01,67.24
2012-02-29,65.9
2012-02-28,66.52
2012-02-27,65.81
2012-02-24,64.7
2012-02-23,64.58
2012-02-22,64.15
2012-02-21,65.0
2012-02-20,64.66
2012-02-17,62.98
2012-02-16,62.0
2012-02-15,61.98
2012-02-14,61.23
2012-02-13,60.73
2012-02-10,60.38
2012-02-09,61.42
2012-02-08,60.56
2012-02-07,60.87
2012-02-06,61.35
2012-02-03,61.32
2012-02-02,60.48
2012-02-01,59.89
2012-01-31,58.78
2012-01-30,59.81
2012-01-27,60.48
2012-01-26,60.0
2012-01-25,59.25
2012-01-24,58.72
2012-01-23,58.95
2012-01-20,58.39
2012-01-19,59.01
2012-01-18,59.03
2012-01-17,58.79
2012-01-16,57.92
2012-01-13,57.62
2012-01-12,58.2
2012-01-11,57.5
2012-01-10,57.49
2012-01-09,55.67
2012-01-06,55.92
2012-01-05,56.75
2012-01-04,56.16
2012-01-03,56.35
2012-01-02,55.14
2011-12-30,53.89
2011-12-29,53.17
2011-12-28,52.39
2011-12-27,53.17
2011-12-26,52.83
2011-12-23,52.83
2011-12-22,52.63
2011-12-21,52.4
2011-12-20,52.9
2011-12-19,51.15
2011-12-16,51.71
2011-12-15,51.13
2011-12-14,50.58
2011-12-13,51.1
2011-12-12,51.61
2011-12-09,53.9
2011-12-08,53.14
2011-12-07,53.88
2011-12-06,54.11
2011-12-05,54.56
2011-12-02,53.98
2011-12-01,53.06
2011-11-30,54.04
2011-11-29,50.56
2011-11-28,49.53
2011-11-25,47.24
2011-11-24,46.44
2011-11-23,47.08
2011-11-22,47.37
2011-11-21,48.15
2011-11-18,49.72
2011-11-17,50.26
2011-11-16,50.58
2011-11-15,50.89
2011-11-14,51.19
2011-11-11,51.6
2011-11-10,50.2
2011-11-09,49.97
2011-11-08,50.79
2011-11-07,50.41
2011-11-04,51.32
2011-11-03,53.33
2011-11-02,51.5
2011-11-01,50.85
2011-10-31,53.19
2011-10-28,54.99
2011-10-27,54.37
2011-10-26,50.6
2011-10-25,51.85
2011-10-24,51.63
2011-10-21,50.79
2011-10-20,49.1
2011-10-19,50.1
2011-10-18,50.87
2011-10-17,50.5
2011-10-14,51.31
2011-10-13,50.55
2011-10-12,51.04
2011-10-11,50.3
2011-10-10,51.06
2011-10-07,49.49
2011-10-06,49.01
2011-10-05,46.81
2011-10-04,44.0
2011-10-03,45.05
2011-09-30,46.08
2011-09-29,47.24
2011-09-28,46.51
2011-09-27,47.01
2011-09-26,45.4
2011-09-23,44.27
2011-09-22,44.35
2011-09-21,46.42
2011-09-20,47.83
2011-09-19,46.47
2011-09-16,47.43
2011-09-15,47.81
2011-09-14,46.38
2011-09-13,44.67
2011-09-12,43.66
2011-09-09,44.2
2011-09-08,46.62
2011-09-07,46.25
2011-09-06,44.4
2011-09-05,44.46
2011-09-02,47.06
2011-09-01,48.83
2011-08-31,49.67
2011-08-30,48.03
2011-08-29,48.36
2011-08-26,47.62
2011-08-25,48.25
2011-08-24,49.9
2011-08-23,48.28
2011-08-22,47.84
2011-08-19,48.6
2011-08-18,50.52
2011-08-17,53.5
2011-08-16,53.98
2011-08-15,54.32
2011-08-12,54.15
2011-08-11,52.23
2011-08-10,49.53
2011-08-09,52.11
2011-08-08,50.99
2011-08-05,53.99
2011-08-04,56.63
2011-08-03,58.51
2011-08-02,60.15
2011-08-01,61.21
2011-07-29,63.22
2011-07-28,63.09
2011-07-27,65.86
2011-07-26,66.75
2011-07-25,67.34
2011-07-22,66.57
2011-07-21,66.76
2011-07-20,66.2
2011-07-19,67.0
2011-07-18,67.43
2011-07-15,67.91
2011-07-14,68.5
2011-07-13,68.23
2011-07-12,67.0
2011-07-11,66.95
2011-07-08,68.37
2011-07-07,68.75
2011-07-06,68.45
2011-07-05,67.8
2011-07-04,67.7
2011-07-01,67.84
2011-06-30,67.57
2011-06-29,66.31
2011-06-28,64.72
2011-06-27,63.68
2011-06-24,64.29
2011-06-23,64.44
2011-06-22,65.27
2011-06-21,65.2
2011-06-20,62.8
2011-06-17,63.29
2011-06-16,62.85
2011-06-15,63.1
2011-06-14,64.53
2011-06-13,63.19
2011-06-10,63.15
2011-06-09,64.0
2011-06-08,62.24
2011-06-07,62.6
2011-06-06,62.86
2011-06-03,62.42
2011-06-02,61.46
2011-06-01,63.41
2011-05-31,64.26
2011-05-30,61.92
2011-05-27,61.3
2011-05-26,60.83
2011-05-25,61.17
2011-05-24,61.69
2011-05-23,61.23
2011-05-20,62.66
2011-05-19,63.58
2011-05-18,63.08
2011-05-17,62.4
2011-05-16,64.39
2011-05-13,64.06
2011-05-12,64.14
2011-05-11,64.87
2011-05-10,66.3
2011-05-09,65.64
2011-05-06,68.41
2011-05-05,66.0
2011-05-04,66.59
2011-05-03,68.62
2011-05-02,68.62
2011-04-29,69.4
2011-04-28,68.56
2011-04-27,67.83
2011-04-26,66.6
2011-04-21,65.86
2011-04-20,65.3
2011-04-19,62.33
2011-04-18,62.26
2011-04-15,64.05
2011-04-14,62.97
2011-04-13,63.05
2011-04-12,62.59
2011-04-11,64.41
2011-04-08,63.83
2011-04-07,63.11
2011-04-06,63.43
2011-04-05,62.28
2011-04-04,61.95
2011-04-01,61.89
2011-03-31,61.03
2011-03-30,60.46
2011-03-29,59.27
2011-03-28,59.09
2011-03-25,59.03
2011-03-24,58.37
2011-03-23,56.47
2011-03-22,56.46
2011-03-21,56.93
2011-03-18,56.25
2011-03-17,55.31
2011-03-16,53.96
2011-03-15,55.46
2011-03-14,57.78
2011-03-11,58.39
2011-03-10,58.73
2011-03-09,59.39
2011-03-08,59.96
2011-03-07,61.26
2011-03-04,60.6
2011-03-03,60.96
2011-03-02,60.33
2011-03-01,59.82
2011-02-28,60.26
2011-02-25,59.18
2011-02-24,59.0
2011-02-23,58.75
2011-02-22,59.49
2011-02-21,59.9
2011-02-18,61.54
2011-02-17,60.97
2011-02-16,60.3
2011-02-15,60.56
2011-02-14,59.49
2011-02-11,58.04
2011-02-10,58.53
2011-02-09,57.82
2011-02-08,57.69
2011-02-07,58.45
2011-02-04,57.35
2011-02-03,57.77
2011-02-02,58.04
2011-02-01,58.0
2011-01-31,56.18
2011-01-28,56.29
2011-01-27,57.41
2011-01-26,57.22
2011-01-25,56.12
2011-01-24,55.93
2011-01-21,56.64
2011-01-20,55.65
2011-01-19,55.95
2011-01-18,57.41
2011-01-17,57.15
2011-01-14,57.57
2011-01-13,58.42
2011-01-12,58.57
2011-01-11,57.07
2011-01-10,56.78
2011-01-07,57.1
2011-01-06,57.94
2011-01-05,57.89
2011-01-04,58.8
2011-01-03,60.42
2010-12-30,59.7
2010-12-29,61.35
2010-12-28,60.6
2010-12-27,60.66
2010-12-23,61.42
2010-12-22,61.61
2010-12-21,61.71
2010-12-20,61.05
2010-12-17,60.83
2010-12-16,61.73
2010-12-15,61.51
2010-12-14,60.95
2010-12-13,60.69
2010-12-10,60.5
2010-12-09,60.39
2010-12-08,60.98
2010-12-07,61.15
2010-12-06,60.02
2010-12-03,59.19
2010-12-02,59.95
2010-12-01,59.26
2010-11-30,57.5
2010-11-29,56.29
2010-11-26,58.36
2010-11-25,59.18
2010-11-24,58.67
2010-11-23,56.68
2010-11-22,57.82
2010-11-19,57.4
2010-11-18,57.26
2010-11-17,55.49
2010-11-16,54.98
2010-11-15,57.18
2010-11-12,56.12
2010-11-11,56.63
2010-11-10,56.09
2010-11-09,57.41
2010-11-08,56.75
2010-11-05,57.17
2010-11-04,56.15
2010-11-03,54.09
2010-11-02,54.23
2010-11-01,52.57
2010-10-29,52.28
2010-10-28,52.37
2010-10-27,52.22
2010-10-26,52.69
2010-10-25,53.11
2010-10-22,52.77
2010-10-21,52.8
2010-10-20,51.93
2010-10-19,50.64
2010-10-18,51.03
2010-10-15,50.97
2010-10-13,49.71
2010-10-12,48.48
2010-10-11,48.6
2010-10-08,48.73
2010-10-07,47.77
2010-10-06,48.51
2010-10-05,47.24
2010-10-04,46.46
2010-10-01,46.87
2010-09-30,46.26
2010-09-29,46.46
2010-09-28,46.87
2010-09-27,46.6
2010-09-24,46.92
2010-09-23,45.62
2010-09-22,45.58
2010-09-21,45.28
2010-09-20,45.46
2010-09-17,44.77
2010-09-16,45.2
2010-09-15,45.02
2010-09-14,45.17
2010-09-13,44.69
2010-09-10,43.69
2010-09-09,43.51
2010-09-08,43.09
2010-09-07,43.0
2010-09-06,43.38
2010-09-03,43.34
2010-09-02,43.03
2010-09-01,43.0
2010-08-31,41.63
2010-08-30,41.62
2010-08-27,42.03
2010-08-26,41.94
2010-08-25,41.35
2010-08-24,41.9
2010-08-23,42.74
2010-08-20,42.55
2010-08-19,43.47
2010-08-18,44.47
2010-08-17,44.7
2010-08-16,43.66
2010-08-13,43.8
2010-08-12,44.56
2010-08-11,44.31
2010-08-10,45.35
2010-08-09,45.76
2010-08-06,44.74
2010-08-05,45.56
2010-08-04,46.45
2010-08-03,45.9
2010-08-02,46.31
2010-07-30,44.81
2010-07-29,44.38
2010-07-28,45.33
2010-07-27,46.11
2010-07-26,46.74
2010-07-23,46.71
2010-07-22,45.99
2010-07-21,44.44
2010-07-20,44.2
2010-07-19,44.49
2010-07-16,44.96
2010-07-15,45.87
2010-07-14,46.36
2010-07-13,46.5
2010-07-12,46.03
2010-07-09,45.74
2010-07-08,45.01
2010-07-07,44.5
2010-07-06,44.58
2010-07-05,43.35
2010-07-02,43.84
2010-07-01,43.9
2010-06-30,45.11
2010-06-29,45.29
2010-06-28,47.54
2010-06-25,46.16
2010-06-24,46.26
2010-06-23,46.83
2010-06-22,46.74
2010-06-21,46.9
2010-06-18,46.22
2010-06-17,46.56
2010-06-16,46.46
2010-06-15,45.9
2010-06-14,45.75
2010-06-11,44.89
2010-06-10,44.79
2010-06-09,44.2
2010-06-08,43.1
2010-06-07,42.81
2010-06-04,42.74
2010-06-03,43.54
2010-06-02,42.81
2010-06-01,43.03
2010-05-31,43.06
2010-05-28,42.85
2010-05-27,43.31
2010-05-26,41.56
2010-05-25,40.71
2010-05-24,41.88
2010-05-21,42.0
2010-05-20,42.37
2010-05-19,43.79
2010-05-18,45.5
2010-05-17,44.68
2010-05-14,44.38
2010-05-13,45.67
2010-05-12,45.0
2010-05-11,43.56
2010-05-10,43.74
2010-05-07,41.0
2010-05-06,42.55
2010-05-05,42.49
2010-05-04,43.06
2010-05-03,44.6
2010-04-30,43.98
2010-04-29,45.92
2010-04-28,46.4
2010-04-27,47.1
2010-04-26,48.54
2010-04-23,47.75
2010-04-22,46.17
2010-04-21,46.42
2010-04-20,46.1
2010-04-19,45.65
2010-04-16,45.95
2010-04-15,46.53
2010-04-14,46.69
2010-04-13,46.64
2010-04-12,46.92
2010-04-09,46.97
2010-04-08,46.25
2010-04-07,46.62
2010-04-06,47.06
2010-04-01,47.0
2010-03-31,45.92
2010-03-30,45.72
2010-03-29,45.52
2010-03-26,45.25
2010-03-25,45.34
2010-03-24,44.87
2010-03-23,44.94
2010-03-22,44.71
2010-03-19,44.3
2010-03-18,44.76
2010-03-17,44.55
2010-03-16,44.15
2010-03-15,43.72
2010-03-12,44.26
2010-03-11,44.24
2010-03-10,44.03
2010-03-09,43.28
2010-03-08,43.23
2010-03-05,43.1
2010-03-04,41.75
2010-03-03,42.28
2010-03-02,42.14
2010-03-01,42.1
2010-02-26,41.24
2010-02-25,41.12
2010-02-24,40.65
2010-02-23,41.26
2010-02-22,41.8
2010-02-19,42.06
2010-02-18,42.01
2010-02-17,41.55
2010-02-16,40.84
2010-02-15,40.21
2010-02-12,40.2
2010-02-11,40.26
2010-02-10,40.43
2010-02-09,40.01
2010-02-08,40.02
2010-02-05,39.43
2010-02-04,40.26
2010-02-03,42.13
2010-02-02,42.0
2010-02-01,41.73
2010-01-29,41.22
2010-01-28,40.03
2010-01-27,40.35
2010-01-26,39.92
2010-01-25,40.02
2010-01-22,40.47
2010-01-21,40.9
2010-01-20,41.46
2010-01-19,42.86
2010-01-18,42.32
2010-01-15,41.56
2010-01-14,42.46
2010-01-13,42.38
2010-01-12,41.98
2010-01-11,43.53
2010-01-08,44.02
2010-01-07,44.15
2010-01-06,44.45
2010-01-05,44.17
2010-01-04,44.85
2009-12-31,43.46
2009-12-30,43.46
2009-12-29,43.82
2009-12-28,43.95
2009-12-24,43.87
2009-12-23,43.87
2009-12-22,43.5
2009-12-21,43.5
2009-12-18,42.99
2009-12-17,43.18
2009-12-16,43.75
2009-12-15,43.07
2009-12-14,42.97
2009-12-11,43.04
2009-12-10,42.25
2009-12-09,41.63
2009-12-08,41.22
2009-12-07,42.53
2009-12-04,41.89
2009-12-03,41.4
2009-12-02,41.6
2009-12-01,40.97
2009-11-30,40.16
2009-11-27,40.59
2009-11-26,40.25
2009-11-25,41.9
2009-11-24,41.26
2009-11-23,41.48
2009-11-20,39.87
2009-11-19,39.89
2009-11-18,40.29
2009-11-17,40.55
2009-11-16,41.02
2009-11-13,39.76
2009-11-12,39.47
2009-11-11,39.36
2009-11-10,38.72
2009-11-09,38.5
2009-11-06,37.55
2009-11-05,37.87
2009-11-04,36.96
2009-11-03,36.24
2009-11-02,36.44
2009-10-30,36.5
2009-10-29,37.42
2009-10-28,37.0
2009-10-27,38.24
2009-10-26,38.29
2009-10-23,39.16
2009-10-22,39.5
2009-10-21,40.4
2009-10-20,40.02
2009-10-19,40.82
2009-10-16,39.4
2009-10-15,40.11
2009-10-14,40.61
2009-10-13,37.82
2009-10-12,38.35
2009-10-09,37.49
2009-10-08,37.47
2009-10-07,36.24
2009-10-06,36.12
2009-10-05,34.69
2009-10-02,34.15
2009-10-01,34.73
2009-09-30,36.21
2009-09-29,36.07
2009-09-28,36.35
2009-09-25,35.26
2009-09-24,35.75
2009-09-23,36.45
2009-09-22,36.8
2009-09-21,36.41
2009-09-18,36.98
2009-09-17,36.55
2009-09-16,36.57
2009-09-15,35.94
2009-09-14,35.81
2009-09-11,36.18
2009-09-10,35.91
2009-09-09,36.49
2009-09-08,36.47
2009-09-07,35.97
2009-09-04,34.96
2009-09-03,34.58
2009-09-02,35.9
2009-09-01,36.13
2009-08-31,36.39
2009-08-28,36.96
2009-08-27,36.31
2009-08-26,36.86
2009-08-25,38.13
